Country,Bulan,Revenue_Member,Revenue_Guest
"United Kingdom",6/14/20,33203.12,6693.14
"United Kingdom",6/15/20,13605.86,2613.79
"United Kingdom",6/16/20,28208.65,2003.9
"United Kingdom",6/17/20,13786.22,2016.94
"United Kingdom",6/19/20,15683.99,0
"United Kingdom",6/2/201,25711.0,3804.69
"United Kingdom",6/20/20,16639.34,6929.55
"United Kingdom",6/21/20,15570.76,4413.96
"United Kingdom",6/22/20,16470.85,21.61
"United Kingdom",6/23/20,19268.27,2368.42
"United Kingdom",6/24/20,13754.15,2114.37
"United Kingdom",6/26/20,5368.69,0
"United Kingdom",6/27/20,12202.74,2816.54
"United Kingdom",6/28/20,16187.59,4251.13
"United Kingdom",6/29/20,9370.3,7849.13
"United Kingdom",6/3/201,13018.39,1689.54
"United Kingdom",6/30/20,36929.94,2789.62
"United Kingdom",6/5/201,19392.04,0
"United Kingdom",6/6/201,12643.71,1289.2
"United Kingdom",6/7/201,32371.13,3478.91
"United Kingdom",6/8/201,23508.41,11119.59
"United Kingdom",6/9/201,36068.61,2966.05
"United Kingdom",7/1/201,9041.94,999.49
"United Kingdom",7/10/20,5692.07,0
"United Kingdom",7/11/20,17391.68,2249.88
"United Kingdom",7/12/20,15310.01,7445.37
"United Kingdom",7/13/20,13553.52,2769.67
"United Kingdom",7/14/20,23352.46,1325.39
"United Kingdom",7/15/20,9265.65,2591.8
"United Kingdom",7/17/20,16443.37,0
"United Kingdom",7/18/20,5023.88,6447.36
"United Kingdom",7/19/20,28491.62,3365.0
"United Kingdom",7/20/20,18962.98,5259.34
"United Kingdom",7/21/20,25818.71,1828.4
"United Kingdom",7/22/20,12866.05,5134.39
"United Kingdom",7/24/20,24469.17,302.54
"United Kingdom",7/25/20,15894.85,6238.13
"United Kingdom",7/26/20,15861.991,4070.08
"United Kingdom",7/27/20,16515.67,2499.69
"United Kingdom",7/28/20,46069.94,1454.04
"United Kingdom",7/29/20,15221.77,1364.13
"United Kingdom",7/3/201,5977.14,0
"United Kingdom",7/31/20,13566.45,97.32
"United Kingdom",7/4/201,24837.97,11064.06
"United Kingdom",7/5/201,24086.31,13041.24
"United Kingdom",7/6/201,18021.24,2955.04
"United Kingdom",7/7/201,24903.95,3957.13
"United Kingdom",7/8/201,14507.21,7490.45
"United Kingdom",8/1/201,17941.0,1430.16
"United Kingdom",8/10/20,16178.36,8584.99
"United Kingdom",8/11/20,32209.22,13366.04
"United Kingdom",8/12/20,12478.94,2776.74
"United Kingdom",8/14/20,5542.99,0
"United Kingdom",8/15/20,13072.03,0.0
"United Kingdom",8/16/20,15504.39,3161.82
"United Kingdom",8/17/20,43352.67,2343.84
"United Kingdom",8/18/20,25843.23,24.12
"United Kingdom",8/19/20,12783.88,0
"United Kingdom",8/2/201,13387.18,6033.45
"United Kingdom",8/21/20,11797.94,10.02
"United Kingdom",8/22/20,24936.23,28.28
"United Kingdom",8/23/20,17753.81,-1.35
"United Kingdom",8/24/20,35217.03,9093.35
"United Kingdom",8/25/20,17830.3,548.46
"United Kingdom",8/26/20,13208.6,1514.8
"United Kingdom",8/28/20,9538.29,0
"United Kingdom",8/3/201,23912.11,1362.31
"United Kingdom",8/30/20,8226.53,20505.19
"United Kingdom",8/31/20,3753.86,3801.13
"United Kingdom",8/4/201,53681.14,3110.12
"United Kingdom",8/5/201,15169.24,1499.07
"United Kingdom",8/7/201,7354.77,1.95
"United Kingdom",8/8/201,13900.93,3210.55
"United Kingdom",8/9/201,12433.74,1618.92
"United Kingdom",9/1/201,29027.47,0.0
"United Kingdom",9/11/20,33699.2,0
"United Kingdom",9/12/20,27290.38,1520.6
"United Kingdom",9/13/20,34964.25,6121.61
"United Kingdom",9/14/20,19486.39,1423.84
"United Kingdom",9/15/20,65610.96,5005.9
"United Kingdom",9/16/20,21062.46,3514.97
"United Kingdom",9/18/20,15692.33,0
"United Kingdom",9/19/20,18745.72,8.71
"United Kingdom",9/2/201,26160.52,10632.18
"United Kingdom",9/20/20,100460.38,5084.01
"United Kingdom",9/21/20,25031.81,8767.07
"United Kingdom",9/22/20,44438.73,1309.83
"United Kingdom",9/23/20,22709.36,7701.58
"United Kingdom",9/25/20,28587.751,0
"United Kingdom",9/26/20,26194.171,5.33
"United Kingdom",9/27/20,27073.62,5983.14
"United Kingdom",9/28/20,31851.56,4067.68
"United Kingdom",9/29/20,38400.84,1489.83
"United Kingdom",9/30/20,31121.87,3439.28
"United Kingdom",9/4/201,12992.36,114.56
"United Kingdom",9/5/201,24411.94,1320.44
"United Kingdom",9/6/201,19761.9,2854.09
"United Kingdom",9/7/201,15374.49,10054.98
"United Kingdom",9/8/201,17596.96,1702.73
"United Kingdom",9/9/201,18782.42,4312.0
Unspecified,11/16/2,0,333.2
Unspecified,11/24/2,0,632.55
Unspecified,4/11/20,299.1,0
Unspecified,5/10/20,852.68,0
Unspecified,5/19/20,0,203.19
Unspecified,6/20/20,185.78,0
Unspecified,7/14/20,252.05,0
Unspecified,7/28/20,546.43,0
Unspecified,7/8/201,0,626.93
Unspecified,8/22/20,531.03,0
Unspecified,9/2/201,0,286.85
